num,query_name,cand_name,AMT_avg_score
496,S022C003P061R001A101,S027C003P084R001A101,3.444444444
497,S002C002P011R002A007,S031C003P043R001A095,1.1
498,S013C002P007R002A035,S016C001P021R001A035,3.2
499,S007C002P027R002A023,S013C001P037R001A023,3.2
500,S026C001P071R001A100,S026C001P072R002A100,4
501,S026C001P050R001A102,S030C002P088R002A095,1
502,S031C002P097R002A100,S025C001P066R002A100,3.1
503,S026C002P072R002A099,S013C003P027R001A026,1.9
504,S001C002P001R002A022,S023C002P061R002A104,2.4
505,S001C002P005R002A027,S002C003P013R001A027,3.6
506,S006C001P023R001A007,S021C002P055R002A095,1.3
507,S022C001P066R002A095,S029C003P044R001A095,2.5
508,S023C002P061R002A102,S026C001P049R002A101,1
509,S013C003P027R001A048,S001C001P008R001A048,2.111111111
510,S008C003P036R001A040,S008C002P029R002A039,2
511,S008C002P029R002A007,S011C001P016R001A007,1.8
512,S011C001P038R001A048,S023C001P059R001A101,1.090909091
513,S030C001P076R001A096,S028C001P043R001A096,3.9
514,S002C003P014R001A039,S015C003P025R001A039,3.9
515,S032C001P105R001A095,S028C001P046R001A104,2.333333333
516,S008C001P029R001A022,S021C003P060R001A104,1.363636364
517,S002C002P012R002A009,S014C001P037R002A026,1.7
518,S008C001P033R002A009,S013C002P018R002A009,3.9
519,S031C002P096R002A098,S010C001P008R002A040,1.1
520,S001C003P006R001A022,S008C002P034R002A007,1.3
521,S002C002P011R002A007,S005C001P010R002A022,1.3
522,S011C003P038R001A022,S020C003P053R001A104,1.1
523,S023C002P068R002A080,S002C003P012R001A048,1
524,S029C001P006R002A096,S029C001P008R001A096,2.4
525,S029C003P006R001A099,S026C002P072R002A100,1.444444444
526,S006C003P022R001A023,S012C002P037R002A022,1.5
527,S029C003P044R001A096,S013C002P019R002A039,1.4
528,S008C002P036R002A009,S017C002P007R002A009,3.636363636
529,S001C001P005R002A035,S027C002P082R002A080,1.444444444
530,S008C001P034R002A039,S011C001P038R001A048,1.222222222
531,S027C001P084R002A102,S031C001P100R001A102,3.2
532,S032C001P105R002A099,S029C001P044R002A099,3.9
533,S019C001P049R002A099,S021C001P059R002A100,1.75
534,S001C001P006R001A008,S002C001P014R002A008,3.909090909
535,S028C001P087R002A100,S029C001P080R002A100,3.7
536,S031C001P097R001A098,S032C001P105R001A098,3.888888889
537,S027C002P081R002A096,S015C003P025R001A039,1.5
538,S026C001P071R001A104,S029C003P080R001A097,2
539,S022C002P064R002A102,S027C003P079R001A095,1.1
540,S012C001P037R001A035,S011C001P038R002A035,3.2
541,S005C003P010R001A035,S021C002P055R002A080,1.4
542,S028C001P087R001A096,S024C001P060R002A096,2.636363636
543,S008C001P031R001A022,S001C001P004R002A022,2.8
544,S015C002P019R002A023,S014C001P027R002A022,1.333333333
545,S021C001P060R001A104,S030C001P095R002A104,3
546,S008C001P033R002A007,S005C001P016R002A022,1
547,S026C002P072R002A101,S016C001P040R002A007,1
548,S026C001P072R002A104,S002C001P009R001A040,1.1
549,S016C002P021R002A023,S021C001P060R001A104,1.4
550,S021C001P058R002A099,S020C003P052R001A099,3.888888889
551,S031C001P051R002A101,S008C001P025R001A008,1
552,S027C002P084R002A102,S016C002P039R002A026,1.090909091
553,S011C003P002R001A022,S030C002P095R002A104,2
554,S012C001P016R002A040,S009C003P017R001A040,3.9
555,S027C002P011R002A097,S028C003P073R001A097,3.4
556,S008C001P001R001A026,S002C002P011R002A027,1.4
557,S008C003P036R001A026,S016C001P021R001A009,1
558,S008C001P034R002A023,S015C001P019R002A023,3.1
559,S013C001P027R001A026,S008C001P029R002A026,3
560,S011C001P015R002A022,S014C001P039R001A007,1
561,S001C002P006R002A048,S008C003P007R001A039,1
562,S004C001P020R002A022,S011C003P028R001A023,1.3
563,S013C001P037R002A027,S025C002P068R002A099,1.2
564,S027C001P086R001A095,S001C002P004R002A040,2.6
565,S008C002P036R002A022,S008C001P036R002A022,3.9
566,S030C003P092R001A101,S002C001P014R002A048,1
567,S008C003P034R001A027,S004C001P020R002A027,3.9
568,S027C001P083R001A101,S004C003P020R001A008,1.090909091
569,S027C001P081R002A097,S011C003P002R001A022,1.363636364
570,S030C002P096R002A102,S021C003P060R001A101,1.125
571,S013C002P037R002A027,S029C003P080R001A099,1.636363636
572,S023C001P055R002A098,S029C003P051R001A097,1.4
573,S024C003P061R001A100,S003C001P002R001A027,1.111111111
574,S016C002P039R002A026,S001C002P006R002A026,4
575,S001C003P006R001A008,S002C001P014R002A008,3.8
576,S013C001P037R002A027,S006C001P022R002A027,3.6
577,S002C001P011R001A008,S017C002P016R002A008,3.7
578,S031C001P006R001A104,S006C001P022R002A040,1.7
579,S001C001P004R001A009,S008C001P033R002A009,3.2
580,S029C001P080R001A097,S010C002P025R002A022,1.6
581,S027C002P081R002A096,S030C003P096R001A096,3.8
582,S006C001P024R001A009,S002C002P014R002A027,1.3
583,S029C003P080R001A104,S024C001P064R001A097,1.111111111
584,S023C003P059R001A101,S002C002P010R002A048,1.2
585,S023C002P068R002A101,S026C001P049R002A101,3.8
586,S027C001P079R001A102,S028C002P087R002A102,3.2
587,S030C001P095R001A095,S008C003P035R001A022,2.3
588,S008C002P032R002A048,S012C003P037R001A035,3.111111111
589,S027C001P085R001A101,S001C001P004R002A035,1
590,S008C001P034R002A026,S011C003P001R001A009,1.090909091
591,S031C001P100R001A096,S022C001P064R002A098,1.1
592,S023C002P061R002A104,S015C002P025R002A040,1.5
593,S012C002P037R002A022,S005C001P010R002A023,1.2
594,S008C002P029R002A039,S016C001P021R002A039,3.363636364
595,S029C001P006R002A096,S020C003P054R001A098,1.125
596,S027C001P079R001A096,S020C001P052R001A096,3.818181818
597,S006C003P023R001A039,S006C003P023R001A026,1
598,S008C001P034R002A022,S001C001P004R002A023,1.3
599,S002C001P012R001A048,S008C001P033R002A048,2.5
600,S008C002P029R002A039,S001C001P005R002A039,4
601,S005C001P016R002A022,S027C003P083R001A104,2.333333333
602,S027C001P083R001A099,S008C001P036R001A026,1.545454545
603,S015C001P019R002A023,S028C003P046R001A104,1
604,S006C001P024R002A035,S028C003P087R001A080,1.272727273
605,S005C002P010R002A008,S019C002P049R002A080,1.909090909
606,S029C001P044R001A095,S025C001P059R001A104,1.6
607,S012C002P027R002A009,S005C001P010R002A009,3.6
608,S027C003P083R001A080,S013C003P015R001A048,1.181818182
609,S027C001P084R001A080,S023C001P068R002A080,3.555555556
610,S001C003P004R001A039,S026C003P071R001A096,1.2
611,S006C001P022R001A023,S002C001P014R001A022,1.3
612,S008C002P035R002A009,S008C002P032R002A009,4
613,S001C002P005R002A039,S011C001P038R001A048,1
614,S009C003P025R001A023,S001C002P001R002A022,1.2
615,S001C001P006R001A007,S028C002P087R002A102,1
616,S002C001P014R001A035,S005C001P015R001A035,3.7
617,S026C003P072R001A098,S031C001P082R002A098,3.727272727
618,S002C002P009R002A026,S009C003P007R001A026,3.2
619,S032C001P105R001A100,S012C002P019R002A027,2
620,S021C001P058R002A099,S025C002P068R002A099,3.777777778
621,S022C001P064R002A098,S012C002P016R002A040,1.3
622,S027C001P086R001A096,S030C001P095R001A096,3.9
623,S027C002P084R002A097,S002C001P014R001A022,1.7
624,S023C001P061R002A096,S031C001P097R001A096,3
625,S010C001P008R001A023,S011C001P028R001A023,3.181818182
626,S029C001P044R001A095,S025C001P066R002A104,3.3
627,S008C001P032R001A022,S008C001P031R001A007,1.1
628,S006C002P022R002A008,S006C001P024R001A008,3.9
629,S007C001P019R001A026,S009C003P007R001A027,1.2
630,S025C002P066R002A104,S002C001P010R002A040,1.4
631,S028C001P046R001A100,S027C003P006R001A100,3.1
632,S031C003P097R001A104,S011C002P002R002A040,1
633,S002C002P011R002A048,S021C003P060R001A101,1.1
634,S008C003P036R001A026,S027C001P084R002A099,2.111111111
635,S029C001P044R001A096,S027C001P011R002A096,3.454545455
636,S003C003P002R001A027,S016C003P021R001A027,3.6
637,S027C003P079R001A098,S023C001P066R002A096,1
638,S011C002P002R002A007,S006C003P024R001A007,2
639,S010C001P021R002A008,S020C001P054R001A080,2.444444444
640,S011C002P015R002A022,S008C003P032R001A023,1.363636364
641,S027C001P084R001A080,S016C001P025R001A048,1.444444444
642,S002C001P011R002A026,S008C001P033R002A026,3.181818182
643,S002C002P014R002A027,S025C001P055R002A100,1.111111111
644,S027C002P080R002A102,S027C001P086R001A102,3.777777778
645,S028C002P087R002A100,S008C002P031R002A026,1.666666667
646,S027C002P082R002A100,S025C001P055R002A100,3.6
647,S008C001P001R001A023,S017C002P009R002A007,1.6
648,S010C001P008R001A023,S023C001P055R001A104,1
649,S032C003P106R001A099,S008C003P032R001A026,2.3
650,S008C001P034R002A039,S016C001P039R002A039,4
651,S023C001P055R002A097,S031C001P100R001A097,2.9
652,S032C003P105R001A095,S019C001P050R002A095,3.5
653,S001C001P005R002A035,S011C002P028R002A048,2.444444444
654,S008C003P034R001A048,S013C003P019R001A048,3.4
655,S002C001P009R001A048,S008C001P007R001A039,1
656,S005C001P010R002A009,S006C001P023R002A009,3.7
657,S014C002P037R002A026,S005C003P004R001A026,3.6
658,S019C003P051R001A096,S001C002P005R002A022,1.1
659,S021C002P059R002A100,S021C001P058R002A099,2.111111111
660,S009C003P007R001A027,S016C001P040R002A026,1.6
661,S008C001P036R002A009,S001C003P005R001A048,1.363636364
662,S027C002P081R002A096,S027C001P079R001A096,3.9
663,S028C001P073R002A104,S027C003P086R001A104,3.727272727
664,S027C003P083R001A101,S031C001P051R002A101,3.8
665,S028C001P073R002A104,S008C003P034R001A040,1.444444444
666,S031C001P043R001A100,S024C001P060R002A100,2.727272727
667,S020C003P052R001A104,S028C001P073R001A095,1.5
668,S014C003P037R001A007,S017C001P003R002A007,3.888888889
669,S001C002P006R002A023,S005C002P016R002A022,1.4
670,S023C002P056R002A098,S001C003P006R001A040,1.444444444
671,S023C001P068R002A101,S003C002P002R002A035,1.6
672,S006C002P022R002A027,S001C002P005R002A026,1.7
673,S020C003P053R001A104,S029C001P051R001A097,1.454545455
674,S029C001P006R002A096,S028C001P073R002A096,3.3
675,S026C001P051R001A095,S024C003P064R001A095,3.727272727
676,S026C001P072R001A098,S026C001P008R001A098,2.2
677,S023C001P055R002A097,S026C003P008R001A104,1.5
678,S021C003P056R001A095,S010C002P018R002A040,1.090909091
679,S012C001P028R001A039,S008C002P032R002A040,1.7
680,S032C001P105R002A104,S030C001P011R002A104,2.727272727
681,S025C001P055R001A102,S026C002P071R002A102,3.4
682,S030C002P092R002A080,S002C002P003R002A008,1.8
683,S010C001P021R002A022,S007C001P016R001A023,1.555555556
684,S008C001P030R001A008,S009C001P019R002A035,1.3
685,S030C001P092R001A101,S008C003P030R001A035,1.3
686,S027C001P086R002A099,S008C002P035R002A026,1.363636364
687,S023C002P056R002A098,S019C001P046R002A096,1.777777778
688,S029C001P080R001A099,S007C001P016R001A026,1.666666667
689,S030C001P095R001A095,S018C003P008R001A095,3.4
690,S032C001P105R002A104,S023C001P068R002A104,1.909090909
691,S032C002P105R002A102,S027C001P084R002A102,3.4
692,S027C001P081R002A097,S027C002P079R002A104,2.1
693,S021C001P055R001A096,S032C002P102R002A098,1.545454545
694,S026C003P051R001A095,S011C002P018R002A022,2.636363636
695,S010C001P013R002A040,S006C003P023R001A040,3.3
696,S003C003P019R001A022,S002C002P003R002A022,2.272727273
697,S008C002P029R002A007,S002C001P010R001A007,1.4
698,S025C001P066R002A100,S029C003P049R001A100,3.6
699,S032C003P044R001A097,S031C001P051R002A098,1.545454545
700,S025C002P056R002A099,S016C002P040R002A027,1.5
701,S010C001P008R001A023,S002C002P007R002A023,2
702,S027C001P086R002A097,S031C001P100R001A097,3.333333333
703,S006C003P022R001A023,S006C001P024R001A022,1.4
704,S020C002P052R002A101,S014C001P019R002A008,1
705,S020C003P053R001A097,S030C003P092R001A097,3.7
706,S006C001P022R002A022,S030C003P092R001A104,1.3
707,S031C001P100R001A102,S020C001P052R002A095,1
708,S030C002P095R002A097,S031C001P100R001A097,3.4
709,S006C001P024R001A026,S006C001P022R002A026,3.9
710,S030C001P095R001A102,S026C003P071R001A101,1.2
711,S002C001P014R001A035,S006C003P024R001A048,2
712,S026C003P008R001A098,S008C001P030R001A040,1.6
713,S023C002P061R002A104,S029C001P080R001A097,2
714,S001C002P003R002A027,S017C002P003R002A026,1.6
715,S029C001P080R001A095,S023C002P061R002A095,3
716,S008C002P030R002A023,S008C002P033R002A023,3.333333333
717,S014C001P039R001A040,S006C001P022R001A039,1.8
718,S003C001P002R001A048,S008C002P032R002A048,2.3
719,S006C003P024R001A040,S017C001P003R002A007,1
720,S014C001P037R001A007,S029C003P051R001A102,1
721,S027C001P083R001A097,S007C001P007R002A048,1
722,S008C003P032R001A023,S008C002P036R002A007,1.7
723,S027C003P083R001A080,S019C001P049R002A080,3.636363636
724,S026C003P050R001A097,S026C001P075R001A097,1.8
725,S007C001P016R001A026,S008C002P034R002A026,3
726,S008C002P033R002A007,S032C003P106R001A095,1.3
727,S008C001P032R002A039,S001C003P006R001A039,4
728,S008C003P031R001A035,S006C002P024R002A035,3.636363636
729,S019C002P049R002A098,S028C001P087R001A097,1.7
730,S008C001P034R002A022,S002C001P011R002A022,2.2
731,S008C001P033R002A048,S008C001P030R002A048,3
732,S014C001P039R001A007,S008C002P035R002A007,3.833333333
733,S011C002P038R002A008,S004C003P003R001A048,1
734,S025C002P056R002A099,S030C003P092R001A099,3.8
735,S027C001P079R002A099,S006C001P024R001A027,1.1
736,S008C003P035R001A022,S008C001P029R001A022,1.545454545
737,S005C003P004R001A026,S008C002P031R002A026,2.8
738,S001C003P004R001A039,S016C001P025R001A048,1.1
739,S012C001P028R001A039,S002C001P013R001A039,3.5
740,S014C001P027R001A039,S002C001P011R002A048,1.375
741,S008C001P030R001A039,S012C002P037R002A039,3.7
742,S014C001P007R001A007,S008C003P032R001A023,1.5
743,S002C001P013R001A023,S017C003P009R001A023,2.909090909
744,S008C001P029R001A022,S001C001P006R001A022,1.6
745,S023C002P059R002A102,S023C002P061R002A102,3.4
746,S009C002P017R002A008,S007C003P016R001A035,1.363636364
747,S013C001P037R002A027,S008C003P033R001A027,3
748,S032C003P105R001A096,S011C003P038R001A022,1.2
749,S008C001P036R001A039,S008C002P035R002A039,3.2
750,S023C001P061R002A096,S027C002P083R002A096,2.7
751,S027C003P084R001A101,S028C001P073R002A101,3.818181818
752,S032C002P106R002A104,S027C001P081R001A095,2.9
753,S020C003P041R001A099,S030C003P095R001A099,3.8
754,S014C001P027R001A039,S016C003P040R001A040,1.25
755,S026C002P072R002A100,S017C001P003R002A026,1.363636364
756,S026C001P072R001A095,S026C003P072R001A095,4
757,S026C002P049R002A101,S023C001P059R001A101,3.5
758,S013C001P027R001A048,S019C003P046R001A101,1.1
759,S001C003P006R001A039,S017C001P020R002A040,1.6
760,S031C001P100R002A100,S026C003P071R001A100,3.272727273
761,S025C003P055R001A102,S026C001P072R002A102,3.1
762,S032C001P102R002A102,S031C001P100R001A102,3.8
763,S031C002P082R002A098,S026C002P072R002A096,1.4
764,S008C002P029R002A007,S009C001P025R001A023,1
765,S032C001P106R002A104,S025C001P059R001A104,2.2
766,S032C001P104R002A097,S020C003P053R001A104,1.666666667
767,S002C003P013R001A039,S011C001P027R001A040,1.4
768,S014C003P037R001A007,S008C001P001R002A007,3.454545455
769,S008C001P036R001A039,S011C003P038R001A039,3.3
770,S008C002P029R002A027,S027C002P079R002A099,1.2
771,S023C001P061R002A096,S008C001P033R001A039,1.3
772,S008C002P033R002A009,S021C002P060R002A080,1.3
773,S026C001P051R001A095,S031C001P100R002A104,1
774,S027C003P082R001A097,S030C002P081R002A104,1.7
775,S028C002P046R002A080,S019C001P049R002A080,3.75
776,S025C003P058R001A100,S006C001P017R001A026,1.636363636
777,S006C001P022R002A008,S030C003P076R001A080,2.3
778,S027C001P079R002A080,S011C003P038R001A048,1.5
779,S021C003P056R001A095,S027C002P079R002A104,3.2
780,S020C001P052R002A102,S022C001P064R002A102,3
781,S002C002P011R002A026,S030C003P095R001A099,1.545454545
782,S027C002P081R002A101,S008C001P032R002A035,1.2
783,S006C003P024R001A008,S006C001P024R001A048,1
784,S032C001P043R002A097,S028C003P073R001A097,3.545454545
785,S032C001P102R002A100,S012C003P008R001A027,1.3
786,S011C003P016R001A007,S006C001P023R001A023,1.444444444
787,S012C002P037R002A022,S008C003P015R001A023,1.2
788,S027C003P082R001A097,S029C003P080R001A104,1.3
789,S006C001P023R001A048,S017C003P020R001A048,3.818181818
790,S008C001P031R001A007,S015C002P019R002A023,1.777777778
791,S006C001P024R001A022,S006C003P024R001A007,1.4
792,S008C001P031R001A007,S029C001P006R002A095,1.444444444
793,S010C001P013R002A026,S005C003P017R001A009,1
794,S006C002P022R002A027,S008C001P032R001A027,3.6
795,S032C002P106R002A100,S024C001P060R002A100,3.1
796,S027C001P086R001A104,S032C002P102R002A104,1.363636364
797,S029C001P080R001A095,S032C001P106R002A104,2.1
798,S002C002P012R002A007,S008C003P029R001A022,1.2
799,S024C002P060R002A096,S006C001P023R002A022,1.1
800,S026C001P071R002A097,S023C001P058R002A104,1.333333333
801,S006C003P023R001A040,S011C002P002R002A040,4
802,S030C001P096R002A102,S006C001P008R002A026,2.2
803,S008C002P032R002A048,S026C001P050R002A101,1.222222222
804,S008C003P031R001A035,S023C002P066R002A080,1.222222222
805,S003C003P018R001A027,S030C003P092R001A099,1.4
806,S014C002P039R002A023,S008C001P030R002A007,1.111111111
807,S027C001P079R002A099,S016C001P025R002A026,1.7
808,S016C003P021R001A027,S032C001P105R002A099,1.3
809,S027C001P082R001A097,S021C002P056R002A097,3.3
810,S030C001P043R002A080,S002C002P014R002A048,1.2
811,S016C001P021R002A039,S008C001P035R002A039,2.7
812,S007C003P018R001A039,S008C002P032R002A040,1.272727273
813,S030C002P011R002A102,S027C002P085R002A102,3.4
814,S019C003P050R001A096,S026C003P071R001A096,3.6
815,S027C003P082R001A097,S032C003P008R001A097,3.777777778
816,S008C001P035R002A027,S008C001P015R001A026,1.363636364
817,S027C001P085R001A101,S006C003P024R001A048,1
818,S027C001P082R001A097,S026C002P071R002A097,3.7
819,S010C001P021R002A022,S007C001P027R002A023,1.2
820,S006C001P024R001A040,S008C002P001R002A007,1
821,S025C002P055R002A099,S013C001P027R001A027,1.3
822,S017C001P015R001A039,S001C001P004R001A039,3.4
823,S003C003P019R001A022,S001C001P005R002A023,1.545454545
824,S030C002P092R002A098,S027C002P011R002A098,3.75
825,S017C002P009R002A035,S014C001P037R002A008,1.4
826,S008C003P031R001A035,S004C002P020R002A035,3
827,S031C002P051R002A098,S030C003P096R001A096,1.3
828,S008C001P025R001A008,S007C001P015R001A008,3.6
829,S007C001P016R001A026,S007C003P028R001A026,3.777777778
830,S014C001P037R002A026,S008C002P033R002A026,3
831,S002C001P012R001A026,S008C001P030R001A026,3.727272727
832,S026C001P071R001A096,S030C003P092R001A096,3.818181818
833,S005C001P010R001A026,S003C001P018R001A027,1.5
834,S030C003P088R001A080,S008C001P001R002A035,1.3
835,S002C001P012R002A040,S008C001P036R001A040,4
836,S032C001P102R002A100,S030C001P096R002A100,3.9
837,S010C002P013R002A048,S016C003P040R001A039,1.1
838,S027C001P086R001A104,S031C003P043R001A095,1.1
839,S029C001P080R002A080,S021C002P060R002A080,3.4
840,S005C002P004R002A048,S027C002P081R002A101,1
841,S008C003P032R001A026,S011C001P038R002A026,3.222222222
842,S032C003P105R001A100,S020C001P053R001A100,3.363636364
843,S023C002P061R002A095,S001C002P004R002A040,2.444444444
844,S001C003P006R001A039,S008C002P034R002A039,3.727272727
845,S019C003P046R001A095,S008C001P031R001A022,2
846,S019C003P051R001A096,S028C001P087R001A096,3.9
847,S029C002P044R002A099,S023C001P059R001A099,3.6
848,S021C002P060R002A080,S008C003P029R001A035,1.4
849,S030C001P095R001A102,S006C001P023R001A026,1.181818182
850,S027C003P083R001A101,S002C001P011R002A035,1.444444444
851,S026C003P050R001A097,S001C002P005R002A022,1
852,S031C003P100R001A101,S030C003P092R001A101,3.5
853,S023C001P058R002A104,S020C003P053R001A104,3.1
854,S011C001P028R001A023,S008C001P015R001A023,3.4
855,S025C003P058R001A100,S019C001P049R002A099,1.181818182
856,S030C001P092R002A098,S002C002P011R002A040,1.222222222
857,S008C001P033R002A048,S010C001P008R001A039,1
858,S020C001P052R001A099,S016C002P040R002A027,1.2
859,S008C001P036R001A026,S008C001P015R001A026,3.3
860,S014C001P037R002A026,S017C001P003R002A026,3.8
861,S013C003P008R001A008,S007C002P007R002A048,1.5
862,S023C001P059R002A102,S030C001P095R001A101,1
863,S032C001P105R001A100,S011C003P038R001A027,1.5
864,S016C001P008R002A022,S008C003P035R001A022,3.818181818
865,S014C003P027R001A039,S002C001P012R002A039,3.909090909
866,S026C002P071R002A095,S028C001P073R001A095,3.9
867,S008C002P035R002A035,S008C002P025R002A035,3.636363636
868,S010C003P008R001A039,S015C003P025R001A039,3.818181818
869,S017C002P009R002A022,S007C001P007R002A048,1.1
